"riskiness (0 =  good, 1 = bad)",principal,"past_due_days (cutoff on 12/8/2016, negative means paid early)","education (0 = high school or below, 1 = some college, 2 = bachelor, 3 = master or above)",age,"gender (0 = male, 1 = female)","money_in_checking_account (0 = less than 0 or no account, 1 = between 0 and 10000, 2 = more than 10000)","credit_history (0 = no credits taken or all credits paid back on time, 1 = existing credits paid back on time until now, 2 = delay in paying back in the past, 3 = critical account/credits at other banks)",credit_amount,"money_in_savings (0 = unknown or no savings account, 1 = less than 1000, 2 = between 1000 and 5000, 3 = between 5000 and 10000, 4 = over 10000)","years_at_present_employment (0 = unemployed, 1 = less than 1 year, 2 = between 1 and 4 years, 3 = between 4 and 7 years, 4 = more than 7 years)",years_at_current_address,"rent_housing (0 = no, 1 = yes)","own_housing (0 = no, 1 = yes)","free_housing (0 = no, 1 = yes)",number_of_credits_at_this_bank,"is_employed (0 = unemployed, 1 = employed)",number_of_dependents,"is_foreign_worker (0 = no, 1 = yes)"
0,,,,47,0,0,1,3812,2,1,4,0,1,0,1,1,1,1
0,,,,28,1,0,1,3812,2,1,4,0,1,0,1,1,1,1
0,,,,21,0,0,1,3812,2,1,4,0,1,0,1,1,1,1
0,,,,34,1,0,1,3812,2,1,4,0,1,0,1,1,1,1
0,,,,26,0,0,1,3812,2,1,4,0,1,0,1,1,1,1
0,,,,27,1,1,1,3832,1,1,1,0,1,0,1,1,1,1
0,,,,38,0,0,1,3832,0,4,4,0,1,0,1,1,1,1
0,,,,40,0,1,1,3832,1,1,1,0,1,0,1,1,1,1
0,,,,33,0,0,1,3832,0,4,4,0,1,0,1,1,1,1
0,,,,32,0,1,1,3832,1,1,1,0,1,0,1,1,1,1
0,,,,27,0,0,1,3832,0,4,4,0,1,0,1,1,1,1
0,,,,32,0,1,1,3832,1,1,1,0,1,0,1,1,1,1
0,,,,26,1,0,1,3832,0,4,4,0,1,0,1,1,1,1
0,,,,38,0,1,1,3832,1,1,1,0,1,0,1,1,1,1
0,,,,40,0,0,1,3832,0,4,4,0,1,0,1,1,1,1
0,,,,50,0,0,1,3835,0,4,4,0,1,0,1,1,1,1
0,,,,37,0,0,1,3835,0,4,4,0,1,0,1,1,1,1
0,,,,45,0,0,1,3835,0,4,4,0,1,0,1,1,1,1
0,,,,42,0,0,1,3835,0,4,4,0,1,0,1,1,1,1
0,,,,35,0,0,1,3835,0,4,4,0,1,0,1,1,1,1
1,,,,22,0,1,0,3844,2,3,4,0,0,1,1,1,2,1
1,,,,41,0,1,0,3844,2,3,4,0,0,1,1,1,2,1
1,,,,37,0,1,0,3844,2,3,4,0,0,1,1,1,2,1
1,,,,28,1,1,0,3844,2,3,4,0,0,1,1,1,2,1
1,,,,41,0,1,0,3844,2,3,4,0,0,1,1,1,2,1
0,,,,23,0,0,3,3850,1,3,1,0,1,0,2,1,1,1
0,,,,23,0,0,3,3850,1,3,1,0,1,0,2,1,1,1
0,,,,50,0,0,3,3850,1,3,1,0,1,0,2,1,1,1
0,,,,35,0,0,3,3850,1,3,1,0,1,0,2,1,1,1
0,,,,50,1,0,3,3850,1,3,1,0,1,0,2,1,1,1
0,,,,27,0,0,1,3857,1,2,4,0,1,0,1,1,1,1
0,,,,34,0,0,1,3857,1,2,4,0,1,0,1,1,1,1
0,,,,27,1,0,1,3857,1,2,4,0,1,0,1,1,1,1
0,,,,43,0,0,1,3857,1,2,4,0,1,0,1,1,1,1
0,,,,47,0,0,1,3857,1,2,4,0,1,0,1,1,1,1
0,,,,27,0,0,2,3863,1,2,2,0,0,1,1,1,1,1
0,,,,31,0,0,2,3863,1,2,2,0,0,1,1,1,1,1
0,,,,42,0,0,2,3863,1,2,2,0,0,1,1,1,1,1
0,,,,24,0,0,2,3863,1,2,2,0,0,1,1,1,1,1
0,,,,41,0,0,2,3863,1,2,2,0,0,1,1,1,1,1
0,,,,26,1,0,3,3868,1,4,2,1,0,0,2,1,1,1
0,,,,33,0,0,3,3868,1,4,2,1,0,0,2,1,1,1
0,,,,24,0,0,3,3868,1,4,2,1,0,0,2,1,1,1
0,,,,64,0,0,3,3868,1,4,2,1,0,0,2,1,1,1
0,,,,26,1,0,3,3868,1,4,2,1,0,0,2,1,1,1
0,,,,56,1,1,1,3872,1,0,4,0,1,0,1,1,1,1
0,,,,37,0,1,1,3872,1,0,4,0,1,0,1,1,1,1
0,,,,33,0,1,1,3872,1,0,4,0,1,0,1,1,1,1
0,,,,47,0,1,1,3872,1,0,4,0,1,0,1,1,1,1
0,,,,31,0,1,1,3872,1,0,4,0,1,0,1,1,1,1
0,,,,34,0,1,3,3878,2,1,2,0,1,0,1,1,1,1
0,,,,27,0,1,3,3878,2,1,2,0,1,0,1,1,1,1
0,,,,30,0,1,3,3878,2,1,2,0,1,0,1,1,1,1
0,,,,35,0,1,3,3878,2,1,2,0,1,0,1,1,1,1
0,,,,31,0,1,3,3878,2,1,2,0,1,0,1,1,1,1
0,,,,25,0,0,3,3905,1,2,2,1,0,0,2,1,2,1
0,,,,25,1,0,3,3905,1,2,2,1,0,0,2,1,2,1
0,,,,29,0,0,3,3905,1,2,2,1,0,0,2,1,2,1
0,,,,44,0,0,3,3905,1,2,2,1,0,0,2,1,2,1
0,,,,28,0,0,3,3905,1,2,2,1,0,0,2,1,2,1
0,,,,50,0,2,1,3913,1,2,2,0,1,0,1,1,1,1
0,,,,29,0,2,1,3913,1,2,2,0,1,0,1,1,1,1
0,,,,38,1,2,1,3913,1,2,2,0,1,0,1,1,1,1
0,,,,24,0,2,1,3913,1,2,2,0,1,0,1,1,1,1
0,,,,40,0,2,1,3913,1,2,2,0,1,0,1,1,1,1
1,,,,29,1,0,1,3914,0,2,2,0,1,0,1,1,1,1
1,,,,46,0,0,1,3914,0,2,2,0,1,0,1,1,1,1
1,,,,47,1,0,1,3914,0,2,2,0,1,0,1,1,1,1
1,,,,41,0,0,1,3914,0,2,2,0,1,0,1,1,1,1
1,,,,32,1,0,1,3914,0,2,2,0,1,0,1,1,1,1
1,,,,35,1,1,1,3915,1,2,2,0,1,0,1,1,2,1
1,,,,24,0,1,1,3915,1,2,2,0,1,0,1,1,2,1
1,,,,25,1,1,1,3915,1,2,2,0,1,0,1,1,2,1
1,,,,25,1,1,1,3915,1,2,2,0,1,0,1,1,2,1
1,,,,37,0,1,1,3915,1,2,2,0,1,0,1,1,2,1
1,,,,32,0,0,1,3931,1,3,4,0,0,1,1,1,2,1
1,,,,35,1,0,1,3931,1,3,4,0,0,1,1,1,2,1
1,,,,46,0,0,1,3931,1,3,4,0,0,1,1,1,2,1
1,,,,25,0,0,1,3931,1,3,4,0,0,1,1,1,2,1
1,,,,27,0,0,1,3931,1,3,4,0,0,1,1,1,2,1
0,,,,63,0,0,3,3939,1,2,2,0,1,0,2,1,2,1
0,,,,40,0,0,3,3939,1,2,2,0,1,0,2,1,2,1
0,,,,32,0,0,3,3939,1,2,2,0,1,0,2,1,2,1
0,,,,31,0,0,3,3939,1,2,2,0,1,0,2,1,2,1
0,,,,31,0,0,3,3939,1,2,2,0,1,0,2,1,2,1
0,,,,34,0,2,1,3949,1,1,1,0,1,0,1,1,2,1
0,,,,24,1,2,1,3949,1,1,1,0,1,0,1,1,2,1
0,,,,24,1,2,1,3949,1,1,1,0,1,0,1,1,2,1
0,,,,66,1,2,1,3949,1,1,1,0,1,0,1,1,2,1
0,,,,21,1,2,1,3949,1,1,1,0,1,0,1,1,2,1
1,,,,41,1,0,1,3959,1,2,2,0,1,0,1,1,1,1
0,,,,47,0,0,1,3959,1,0,3,0,1,0,1,1,1,1
1,,,,25,1,0,1,3959,1,2,2,0,1,0,1,1,1,1
0,,,,59,1,0,1,3959,1,0,3,0,1,0,1,1,1,1
1,,,,36,0,0,1,3959,1,2,2,0,1,0,1,1,1,1
0,,,,33,0,0,1,3959,1,0,3,0,1,0,1,1,1,1
1,,,,21,0,0,1,3959,1,2,2,0,1,0,1,1,1,1
0,,,,44,1,0,1,3959,1,0,3,0,1,0,1,1,1,1
1,,,,28,1,0,1,3959,1,2,2,0,1,0,1,1,1,1
0,,,,37,1,0,1,3959,1,0,3,0,1,0,1,1,1,1
1,,,,29,1,0,1,3965,1,1,3,0,1,0,1,1,1,1
1,,,,23,1,0,1,3965,1,1,3,0,1,0,1,1,1,1
1,,,,35,0,0,1,3965,1,1,3,0,1,0,1,1,1,1
1,,,,45,0,0,1,3965,1,1,3,0,1,0,1,1,1,1
1,,,,26,1,0,1,3965,1,1,3,0,1,0,1,1,1,1
1,,,,32,0,0,3,3966,1,4,4,1,0,0,3,1,1,1
1,,,,23,0,0,3,3966,1,4,4,1,0,0,3,1,1,1
1,,,,41,0,0,3,3966,1,4,4,1,0,0,3,1,1,1
1,,,,22,0,0,3,3966,1,4,4,1,0,0,3,1,1,1
1,,,,30,0,0,3,3966,1,4,4,1,0,0,3,1,1,1
0,,,,28,0,0,1,3972,1,3,4,1,0,0,1,1,1,1
0,,,,23,1,0,1,3972,1,3,4,1,0,0,1,1,1,1
0,,,,37,1,0,1,3972,1,3,4,1,0,0,1,1,1,1
0,,,,26,0,0,1,3972,1,3,4,1,0,0,1,1,1,1
0,,,,33,0,0,1,3972,1,3,4,1,0,0,1,1,1,1
0,,,,49,1,0,1,3973,1,0,4,0,0,1,1,1,1,1
0,,,,23,1,0,1,3973,1,0,4,0,0,1,1,1,1,1
0,,,,23,1,0,1,3973,1,0,4,0,0,1,1,1,1,1
0,,,,25,1,0,1,3973,1,0,4,0,0,1,1,1,1,1
0,,,,55,0,0,1,3973,1,0,4,0,0,1,1,1,1,1
0,,,,32,1,1,1,3976,0,3,3,0,1,0,1,1,1,1
0,,,,74,0,1,1,3976,0,3,3,0,1,0,1,1,1,1
0,,,,39,0,1,1,3976,0,3,3,0,1,0,1,1,1,1
0,,,,31,0,1,1,3976,0,3,3,0,1,0,1,1,1,1
0,,,,35,0,1,1,3976,0,3,3,0,1,0,1,1,1,1
0,,,,59,1,1,1,3979,0,3,1,0,1,0,2,1,2,1
0,,,,24,1,1,1,3979,0,3,1,0,1,0,2,1,2,1
0,,,,24,0,1,1,3979,0,3,1,0,1,0,2,1,2,1
0,,,,30,0,1,1,3979,0,3,1,0,1,0,2,1,2,1
0,,,,27,0,1,1,3979,0,3,1,0,1,0,2,1,2,1
0,,,,40,0,1,0,3990,0,1,2,0,1,0,1,0,1,1
0,,,,31,0,1,0,3990,0,1,2,0,1,0,1,0,1,1
0,,,,31,1,1,0,3990,0,1,2,0,1,0,1,0,1,1
0,,,,28,0,1,0,3990,0,1,2,0,1,0,1,0,1,1
0,,,,63,0,1,0,3990,0,1,2,0,1,0,1,0,1,1
1,,,,26,1,0,1,4006,1,2,2,0,1,0,1,1,1,1
1,,,,25,1,0,1,4006,1,2,2,0,1,0,1,1,1,1
1,,,,36,0,0,1,4006,1,2,2,0,1,0,1,1,1,1
1,,,,52,0,0,1,4006,1,2,2,0,1,0,1,1,1,1
1,,,,66,0,0,1,4006,1,2,2,0,1,0,1,1,1,1
0,,,,25,1,0,1,4020,1,2,2,0,1,0,1,1,1,1
0,,,,37,0,0,1,4020,1,2,2,0,1,0,1,1,1,1
0,,,,25,1,0,1,4020,1,2,2,0,1,0,1,1,1,1
0,,,,38,0,0,1,4020,1,2,2,0,1,0,1,1,1,1
0,,,,67,1,0,1,4020,1,2,2,0,1,0,1,1,1,1
0,,,,25,0,0,3,4042,3,2,4,0,1,0,2,1,1,1
0,,,,60,0,0,3,4042,0,3,4,0,1,0,2,1,1,1
0,,,,31,0,0,3,4042,3,2,4,0,1,0,2,1,1,1
0,,,,23,1,0,3,4042,0,3,4,0,1,0,2,1,1,1
0,,,,60,0,0,3,4042,3,2,4,0,1,0,2,1,1,1
0,,,,35,0,0,3,4042,0,3,4,0,1,0,2,1,1,1
0,,,,40,0,0,3,4042,3,2,4,0,1,0,2,1,1,1
0,,,,38,0,0,3,4042,0,3,4,0,1,0,2,1,1,1
0,,,,50,0,0,3,4042,3,2,4,0,1,0,2,1,1,1
0,,,,27,0,0,3,4042,0,3,4,0,1,0,2,1,1,1
1,,,,39,1,1,1,4057,1,3,3,0,1,0,1,1,1,1
1,,,,41,0,1,1,4057,1,3,3,0,1,0,1,1,1,1
1,,,,27,0,1,1,4057,1,3,3,0,1,0,1,1,1,1
1,,,,51,0,1,1,4057,1,3,3,0,1,0,1,1,1,1
1,,,,32,0,1,1,4057,1,3,3,0,1,0,1,1,1,1
1,,,,22,1,0,0,4110,1,4,4,1,0,0,2,1,2,1
1,,,,51,0,0,0,4110,1,4,4,1,0,0,2,1,2,1
1,,,,22,1,0,0,4110,1,4,4,1,0,0,2,1,2,1
1,,,,54,0,0,0,4110,1,4,4,1,0,0,2,1,2,1
1,,,,35,0,0,0,4110,1,4,4,1,0,0,2,1,2,1
1,,,,54,0,1,1,4113,3,1,4,1,0,0,1,1,1,1
1,,,,48,1,1,1,4113,3,1,4,1,0,0,1,1,1,1
1,,,,24,1,1,1,4113,3,1,4,1,0,0,1,1,1,1
1,,,,35,0,1,1,4113,3,1,4,1,0,0,1,1,1,1
1,,,,24,1,1,1,4113,3,1,4,1,0,0,1,1,1,1
0,,,,24,0,0,3,4139,2,2,3,0,1,0,2,1,1,1
0,,,,26,0,0,3,4139,2,2,3,0,1,0,2,1,1,1
0,,,,65,0,0,3,4139,2,2,3,0,1,0,2,1,1,1
0,,,,55,0,0,3,4139,2,2,3,0,1,0,2,1,1,1
0,,,,26,1,0,3,4139,2,2,3,0,1,0,2,1,1,1
0,,,,26,0,0,2,4151,2,2,3,0,1,0,2,1,1,1
0,,,,28,0,0,2,4151,2,2,3,0,1,0,2,1,1,1
0,,,,24,0,0,2,4151,2,2,3,0,1,0,2,1,1,1
0,,,,54,0,0,2,4151,2,2,3,0,1,0,2,1,1,1
0,,,,46,0,0,2,4151,2,2,3,0,1,0,2,1,1,1
1,,,,54,1,0,1,4153,1,2,3,0,1,0,1,1,1,1
1,,,,62,0,0,1,4153,1,2,3,0,1,0,1,1,1,1
1,,,,24,1,0,1,4153,1,2,3,0,1,0,1,1,1,1
1,,,,43,0,0,1,4153,1,2,3,0,1,0,1,1,1,1
1,,,,26,0,0,1,4153,1,2,3,0,1,0,1,1,1,1
1,,,,27,0,0,0,4165,1,2,2,0,1,0,2,1,2,1
1,,,,24,0,0,0,4165,1,2,2,0,1,0,2,1,2,1
1,,,,41,0,0,0,4165,1,2,2,0,1,0,2,1,2,1
1,,,,47,0,0,0,4165,1,2,2,0,1,0,2,1,2,1
1,,,,35,0,0,0,4165,1,2,2,0,1,0,2,1,2,1
0,,,,30,0,0,1,4169,1,2,4,0,1,0,1,1,1,1
0,,,,33,1,0,1,4169,1,2,4,0,1,0,1,1,1,1
0,,,,36,0,0,1,4169,1,2,4,0,1,0,1,1,1,1
0,,,,47,0,0,1,4169,1,2,4,0,1,0,1,1,1,1
0,,,,38,0,0,1,4169,1,2,4,0,1,0,1,1,1,1
1,,,,44,0,2,1,4210,1,2,2,0,1,0,1,1,1,1
1,,,,23,1,2,1,4210,1,2,2,0,1,0,1,1,1,1
1,,,,29,0,2,1,4210,1,2,2,0,1,0,1,1,1,1
1,,,,42,1,2,1,4210,1,2,2,0,1,0,1,1,1,1
1,,,,25,1,2,1,4210,1,2,2,0,1,0,1,1,1,1
0,,,,48,0,1,0,4221,1,2,1,0,1,0,2,1,1,1
0,,,,21,1,1,0,4221,1,2,1,0,1,0,2,1,1,1
0,,,,23,1,1,0,4221,1,2,1,0,1,0,2,1,1,1
0,,,,63,0,1,0,4221,1,2,1,0,1,0,2,1,1,1
0,,,,46,0,1,0,4221,1,2,1,0,1,0,2,1,1,1
1,,,,29,0,1,0,4241,1,2,4,0,1,0,3,1,1,1
1,,,,28,0,1,0,4241,1,2,4,0,1,0,3,1,1,1
1,,,,23,1,1,0,4241,1,2,4,0,1,0,3,1,1,1
1,,,,50,0,1,0,4241,1,2,4,0,1,0,3,1,1,1
1,,,,47,0,1,0,4241,1,2,4,0,1,0,3,1,1,1
1,,,,35,0,1,3,4249,1,0,2,0,1,0,2,1,1,1
1,,,,68,0,1,3,4249,1,0,2,0,1,0,2,1,1,1
1,,,,28,0,1,3,4249,1,0,2,0,1,0,2,1,1,1
1,,,,59,0,1,3,4249,1,0,2,0,1,0,2,1,1,1
1,,,,57,0,1,3,4249,1,0,2,0,1,0,2,1,1,1
0,,,,33,0,0,2,4272,2,2,2,0,1,0,2,1,1,1
0,,,,43,0,0,3,4272,1,4,4,0,1,0,2,1,1,1
0,,,,35,0,0,2,4272,2,2,2,0,1,0,2,1,1,1
0,,,,32,0,0,3,4272,1,4,4,0,1,0,2,1,1,1
0,,,,45,0,0,2,4272,2,2,2,0,1,0,2,1,1,1
0,,,,33,0,0,3,4272,1,4,4,0,1,0,2,1,1,1
0,,,,40,1,0,2,4272,2,2,2,0,1,0,2,1,1,1
0,,,,28,0,0,3,4272,1,4,4,0,1,0,2,1,1,1
0,,,,29,1,0,2,4272,2,2,2,0,1,0,2,1,1,1
0,,,,26,0,0,3,4272,1,4,4,0,1,0,2,1,1,1
1,,,,27,0,1,0,4280,2,2,4,1,0,0,2,1,1,1
1,,,,28,0,1,0,4280,2,2,4,1,0,0,2,1,1,1
1,,,,35,1,1,0,4280,2,2,4,1,0,0,2,1,1,1
1,,,,32,0,1,0,4280,2,2,4,1,0,0,2,1,1,1
1,,,,25,0,1,0,4280,2,2,4,1,0,0,2,1,1,1
1,,,,20,1,0,3,4281,3,2,4,0,1,0,2,1,1,1
1,,,,27,1,0,3,4281,3,2,4,0,1,0,2,1,1,1
1,,,,42,0,0,3,4281,3,2,4,0,1,0,2,1,1,1
1,,,,37,0,0,3,4281,3,2,4,0,1,0,2,1,1,1
1,,,,24,1,0,3,4281,3,2,4,0,1,0,2,1,1,1
1,,,,40,1,1,2,4297,1,4,3,0,1,0,1,1,1,1
1,,,,46,0,1,2,4297,1,4,3,0,1,0,1,1,1,1
1,,,,26,0,1,2,4297,1,4,3,0,1,0,1,1,1,1
1,,,,24,1,1,2,4297,1,4,3,0,1,0,1,1,1,1
1,,,,29,0,1,2,4297,1,4,3,0,1,0,1,1,1,1
1,,,,40,1,0,1,4308,1,1,4,1,0,0,1,1,1,1
1,,,,36,0,0,1,4308,1,1,4,1,0,0,1,1,1,1
1,,,,28,0,0,1,4308,1,1,4,1,0,0,1,1,1,1
1,,,,27,0,0,1,4308,1,1,4,1,0,0,1,1,1,1
1,,,,36,0,0,1,4308,1,1,4,1,0,0,1,1,1,1
0,,,,38,0,1,1,4351,0,2,4,0,1,0,1,1,1,1
0,,,,48,0,1,1,4351,0,2,4,0,1,0,1,1,1,1
0,,,,36,0,1,1,4351,0,2,4,0,1,0,1,1,1,1
0,,,,65,1,1,1,4351,0,2,4,0,1,0,1,1,1,1
0,,,,43,0,1,1,4351,0,2,4,0,1,0,1,1,1,1
1,,,,53,1,0,2,4370,1,3,2,0,1,0,2,1,2,1
1,,,,34,0,0,2,4370,1,3,2,0,1,0,2,1,2,1
1,,,,23,0,0,2,4370,1,3,2,0,1,0,2,1,2,1
1,,,,34,0,0,2,4370,1,3,2,0,1,0,2,1,2,1
1,,,,40,0,0,2,4370,1,3,2,0,1,0,2,1,2,1
0,,,,43,0,0,1,4380,2,2,4,0,1,0,1,1,2,1
0,,,,46,0,0,1,4380,2,2,4,0,1,0,1,1,2,1
0,,,,38,0,0,1,4380,2,2,4,0,1,0,1,1,2,1
0,,,,34,0,0,1,4380,2,2,4,0,1,0,1,1,2,1
0,,,,29,0,0,1,4380,2,2,4,0,1,0,1,1,2,1
0,,,,31,0,1,1,4439,1,4,1,0,1,0,1,1,1,1
0,,,,28,1,1,1,4439,1,4,1,0,1,0,1,1,1,1
0,,,,35,1,1,1,4439,1,4,1,0,1,0,1,1,1,1
0,,,,33,1,1,1,4439,1,4,1,0,1,0,1,1,1,1
0,,,,42,0,1,1,4439,1,4,1,0,1,0,1,1,1,1
0,,,,43,0,0,2,4454,1,2,4,0,1,0,2,1,1,1
0,,,,44,0,0,2,4454,1,2,4,0,1,0,2,1,1,1
0,,,,42,0,0,2,4454,1,2,4,0,1,0,2,1,1,1
0,,,,40,0,0,2,4454,1,2,4,0,1,0,2,1,1,1
0,,,,36,0,0,2,4454,1,2,4,0,1,0,2,1,1,1
1,,,,20,0,1,2,4455,1,2,2,0,1,0,2,1,1,1
1,,,,24,0,1,2,4455,1,2,2,0,1,0,2,1,1,1
1,,,,27,0,1,2,4455,1,2,2,0,1,0,2,1,1,1
1,,,,46,1,1,2,4455,1,2,2,0,1,0,2,1,1,1
1,,,,33,1,1,2,4455,1,2,2,0,1,0,2,1,1,1
1,,,,34,1,0,2,4463,1,2,2,0,1,0,2,1,1,1
1,,,,25,1,0,2,4463,1,2,2,0,1,0,2,1,1,1
1,,,,25,1,0,2,4463,1,2,2,0,1,0,2,1,1,1
1,,,,28,0,0,2,4463,1,2,2,0,1,0,2,1,1,1
1,,,,31,0,0,2,4463,1,2,2,0,1,0,2,1,1,1
0,,,,32,1,2,1,4473,1,4,2,0,1,0,1,1,1,1
0,,,,32,0,2,1,4473,1,4,2,0,1,0,1,1,1,1
0,,,,68,0,2,1,4473,1,4,2,0,1,0,1,1,1,1
0,,,,33,0,2,1,4473,1,4,2,0,1,0,1,1,1,1
0,,,,39,0,2,1,4473,1,4,2,0,1,0,1,1,1,1
0,,,,28,1,0,3,4526,1,2,2,0,1,0,1,1,1,1
0,,,,37,0,0,3,4526,4,1,2,0,1,0,2,1,2,1
0,,,,22,1,0,3,4526,1,2,2,0,1,0,1,1,1,1
0,,,,30,0,0,3,4526,4,1,2,0,1,0,2,1,2,1
0,,,,55,0,0,3,4526,1,2,2,0,1,0,1,1,1,1
0,,,,46,0,0,3,4526,4,1,2,0,1,0,2,1,2,1
0,,,,21,1,0,3,4526,1,2,2,0,1,0,1,1,1,1
0,,,,39,0,0,3,4526,4,1,2,0,1,0,2,1,2,1
0,,,,58,0,0,3,4526,1,2,2,0,1,0,1,1,1,1
0,,,,43,0,0,3,4526,4,1,2,0,1,0,2,1,2,1
0,,,,24,0,0,3,4530,1,3,4,1,0,0,1,1,1,1
0,,,,22,1,0,3,4530,1,3,4,1,0,0,1,1,1,1
0,,,,30,0,0,3,4530,1,3,4,1,0,0,1,1,1,1
0,,,,42,0,0,3,4530,1,3,4,1,0,0,1,1,1,1
0,,,,23,1,0,3,4530,1,3,4,1,0,0,1,1,1,1
0,,,,30,0,1,3,4576,2,0,4,0,1,0,1,1,1,1
0,,,,28,1,1,3,4576,2,0,4,0,1,0,1,1,1,1
0,,,,30,0,1,3,4576,2,0,4,0,1,0,1,1,1,1
0,,,,42,0,1,3,4576,2,0,4,0,1,0,1,1,1,1
0,,,,46,0,1,3,4576,2,0,4,0,1,0,1,1,1,1
0,,,,45,0,0,0,4583,1,2,2,0,1,0,2,1,1,1
0,,,,31,0,0,0,4583,1,2,2,0,1,0,2,1,1,1
0,,,,31,0,0,0,4583,1,2,2,0,1,0,2,1,1,1
0,,,,42,0,0,0,4583,1,2,2,0,1,0,2,1,1,1
0,,,,46,1,0,0,4583,1,2,2,0,1,0,2,1,1,1
1,,,,30,1,0,1,4591,4,2,3,0,1,0,3,1,1,1
1,,,,30,0,0,1,4591,4,2,3,0,1,0,3,1,1,1
1,,,,38,0,0,1,4591,4,2,3,0,1,0,3,1,1,1
1,,,,43,0,0,1,4591,4,2,3,0,1,0,3,1,1,1
1,,,,31,0,0,1,4591,4,2,3,0,1,0,3,1,1,1
0,,,,40,0,0,1,4594,1,1,2,0,1,0,1,1,1,1
0,,,,24,0,0,1,4594,1,1,2,0,1,0,1,1,1,1
0,,,,28,1,0,1,4594,1,1,2,0,1,0,1,1,1,1
0,,,,26,1,0,1,4594,1,1,2,0,1,0,1,1,1,1
0,,,,29,1,0,1,4594,1,1,2,0,1,0,1,1,1,1
1,,,,57,1,0,0,4605,1,4,4,0,0,1,2,1,2,1
1,,,,49,0,0,0,4605,1,4,4,0,0,1,2,1,2,1
1,,,,37,0,0,0,4605,1,4,4,0,0,1,2,1,2,1
1,,,,45,0,0,0,4605,1,4,4,0,0,1,2,1,2,1
1,,,,30,0,0,0,4605,1,4,4,0,0,1,2,1,2,1
1,,,,30,0,0,1,4611,1,1,4,0,1,0,1,1,1,1
1,,,,47,0,0,1,4611,1,1,4,0,1,0,1,1,1,1
1,,,,29,0,0,1,4611,1,1,4,0,1,0,1,1,1,1
1,,,,35,0,0,1,4611,1,1,4,0,1,0,1,1,1,1
1,,,,22,0,0,1,4611,1,1,4,0,1,0,1,1,1,1
1,,,,26,1,0,1,4623,2,2,2,0,1,0,1,1,1,1
1,,,,23,0,0,1,4623,2,2,2,0,1,0,1,1,1,1
1,,,,54,1,0,1,4623,2,2,2,0,1,0,1,1,1,1
1,,,,29,0,0,1,4623,2,2,2,0,1,0,1,1,1,1
1,,,,40,0,0,1,4623,2,2,2,0,1,0,1,1,1,1
0,,,,22,0,0,1,4657,1,2,2,0,1,0,1,1,1,1
0,,,,43,0,0,1,4657,1,2,2,0,1,0,1,1,1,1
0,,,,29,1,0,1,4657,1,2,2,0,1,0,1,1,1,1
0,,,,36,0,0,1,4657,1,2,2,0,1,0,1,1,1,1
0,,,,33,1,0,1,4657,1,2,2,0,1,0,1,1,1,1
0,,,,57,1,0,1,4675,0,1,4,1,0,0,1,1,1,1
0,,,,64,1,0,1,4675,0,1,4,1,0,0,1,1,1,1
0,,,,42,0,0,1,4675,0,1,4,1,0,0,1,1,1,1
0,,,,47,0,0,1,4675,0,1,4,1,0,0,1,1,1,1
0,,,,25,0,0,1,4675,0,1,4,1,0,0,1,1,1,1
0,,,,49,0,0,2,4679,1,3,3,0,1,0,2,1,1,1
0,,,,33,0,0,2,4679,1,3,3,0,1,0,2,1,1,1
0,,,,28,1,0,2,4679,1,3,3,0,1,0,2,1,1,1
0,,,,26,0,0,2,4679,1,3,3,0,1,0,2,1,1,1
0,,,,30,0,0,2,4679,1,3,3,0,1,0,2,1,1,1
0,,,,25,1,0,1,4686,1,2,2,0,0,1,1,1,1,1
0,,,,33,0,0,1,4686,1,2,2,0,0,1,1,1,1,1
0,,,,64,1,0,1,4686,1,2,2,0,0,1,1,1,1,1
0,,,,29,0,0,1,4686,1,2,2,0,0,1,1,1,1,1
0,,,,48,0,0,1,4686,1,2,2,0,0,1,1,1,1,1
0,,,,37,0,1,2,4712,0,2,2,0,1,0,2,1,1,1
0,,,,34,0,1,2,4712,0,2,2,0,1,0,2,1,1,1
0,,,,23,0,1,2,4712,0,2,2,0,1,0,2,1,1,1
0,,,,30,0,1,2,4712,0,2,2,0,1,0,2,1,1,1
0,,,,50,0,1,2,4712,0,2,2,0,1,0,2,1,1,1
0,,,,31,1,0,3,4716,0,1,3,0,1,0,2,1,2,1
0,,,,40,0,0,3,4716,0,1,3,0,1,0,2,1,2,1
0,,,,38,0,0,3,4716,0,1,3,0,1,0,2,1,2,1
0,,,,23,0,0,3,4716,0,1,3,0,1,0,2,1,2,1
0,,,,27,0,0,3,4716,0,1,3,0,1,0,2,1,2,1
1,,,,67,0,1,3,4736,1,1,4,0,1,0,1,1,1,1
1,,,,22,1,1,3,4736,1,1,4,0,1,0,1,1,1,1
1,,,,49,0,1,3,4736,1,1,4,0,1,0,1,1,1,1
1,,,,45,0,1,3,4736,1,1,4,0,1,0,1,1,1,1
1,,,,53,0,1,3,4736,1,1,4,0,1,0,1,1,1,1
1,,,,35,0,1,3,4746,1,1,2,0,1,0,2,1,1,1
1,,,,53,0,1,3,4746,1,1,2,0,1,0,2,1,1,1
1,,,,35,0,1,3,4746,1,1,2,0,1,0,2,1,1,1
1,,,,61,0,1,3,4746,1,1,2,0,1,0,2,1,1,1
1,,,,28,0,1,3,4746,1,1,2,0,1,0,2,1,1,1
