,riskiness,principal,past_due_days,education,age,gender,money_in_checking_account,credit_history,credit_amount,money_in_savings,years_at_present_job,years_at_current_address,rent_housing,own_housing,free_housing,number_of_credits_at_this_bank,is_employed,number_of_dependents,is_foreign_worker,credit_score,num_friends,sentiment,steps,activity,nutrition,num_connections
2546,1,1000.0,60.0,0.0,39,0,1.0,3.0,1928.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,666,0,0.7194654534400513,5335,192,1.8378699472689393,137
3584,0,1000.0,1.0,1.0,52,0,0.0,2.0,2978.0,0.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,776,268,0.040475956458946416,7609,313,2.815098034494726,279
2179,0,1000.0,-1.0,0.0,26,1,0.0,0.0,1559.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,673,312,0.8399345155233001,5710,268,3.224415751855662,0
4612,0,1000.0,-3.0,0.0,28,0,0.0,1.0,5190.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,1.0,2.0,1.0,634,421,0.5269456014501296,7738,310,1.865365212159083,216
129,0,800.0,-1.0,1.0,38,0,1.0,3.0,3566.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,797,263,0.5011886983111093,7720,264,3.415560941200844,219
769,0,800.0,-1.0,1.0,25,0,0.0,2.0,717.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,714,444,0.994628147027044,8029,428,3.8489313929430735,202
4567,0,1000.0,-5.0,0.0,22,0,0.0,3.0,5045.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,625,724,0.8622431715821387,5500,407,3.9762546955743767,179
5185,0,1000.0,-9.0,0.0,34,0,1.0,0.0,8358.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,814,354,0.11865123328075655,6747,220,0.41424905042228455,134
938,1,800.0,25.0,2.0,65,0,1.0,1.0,888.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,666,68,0.5554241631547192,6860,81,4.467863309937611,50
4141,0,1000.0,-8.0,1.0,38,0,0.0,1.0,3832.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,720,316,0.7558880556836318,7336,372,2.096686666622567,185
2725,0,1000.0,4.0,0.0,27,0,0.0,3.0,2069.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,679,365,0.9137197822799429,7668,256,2.5708414276190967,191
4214,1,1000.0,74.0,1.0,27,0,0.0,1.0,3931.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,778,314,0.20697543925663153,5865,513,0.2671021465172452,163
2254,0,800.0,2.0,1.0,55,0,0.0,1.0,1603.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,733,212,0.0933264053753845,8264,236,2.2117302207454417,295
3805,0,1000.0,2.0,1.0,33,0,0.0,3.0,3343.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,797,287,0.6038268746905922,7349,180,1.0290106354186972,191
1501,0,1000.0,4.0,1.0,22,1,0.0,1.0,1262.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,541,667,0.5339141871339689,5081,323,1.8477169126917974,212
3914,0,800.0,3.0,0.0,35,1,0.0,3.0,3485.0,0.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,820,298,0.37832372965075134,5174,320,3.459147155262749,157
2844,0,1000.0,2.0,0.0,37,0,0.0,1.0,2171.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,460,289,0.7081745136080831,5426,295,1.0539270187135013,152
2132,0,1000.0,1.0,0.0,23,0,0.0,3.0,1544.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,625,620,0.3711842030106133,7726,282,4.905469540266971,211
267,0,1000.0,1.0,1.0,24,0,0.0,1.0,2799.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,640,0,0.19471400668357186,7260,359,0.6582726583939197,238
4425,0,1000.0,0.0,1.0,46,0,0.0,3.0,4526.0,4.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,508,185,0.3130249081508327,7317,255,0.8025727187031162,151
2365,0,1000.0,1.0,1.0,20,1,1.0,3.0,1804.0,2.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,611,0,0.9541176885720916,5169,363,0.8517925323063463,211
3345,0,1000.0,-1.0,0.0,35,0,0.0,1.0,2679.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,745,228,0.04865673742699006,6677,349,2.7203597334707235,161
2219,0,1000.0,-25.0,0.0,31,0,0.0,3.0,1585.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,534,387,0.2893173532318756,4596,362,1.7826015131368815,216
4792,0,1000.0,-12.0,1.0,44,1,1.0,2.0,6204.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,845,260,0.6695452155915205,6662,118,2.655270358713211,0
3599,1,1000.0,59.0,0.0,36,0,0.0,1.0,2996.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,721,261,0.8405500419523931,6016,340,4.052240530381308,100
4881,0,1000.0,1.0,1.0,38,1,0.0,1.0,6527.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,731,286,0.8263625543452874,5208,472,1.613720119609392,138
3562,0,1000.0,4.0,0.0,61,0,0.0,3.0,2957.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,715,106,0.1598042503549939,6316,249,4.8130756260951655,0
3932,0,1000.0,1.0,0.0,36,0,0.0,1.0,3509.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,680,348,0.6744617922477908,5368,337,3.8367075321442545,186
944,0,1000.0,-2.0,1.0,30,1,0.0,1.0,894.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,722,366,0.6945751606580073,6454,303,0.614080162990725,155
2594,1,800.0,74.0,2.0,54,0,0.0,1.0,1943.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,787,253,0.769214665607359,5863,266,1.9185063533061275,311
2998,1,1000.0,59.0,0.0,32,0,2.0,3.0,2319.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,641,391,0.5659756312801518,6404,393,1.058847801703312,181
4123,0,300.0,1.0,1.0,22,1,0.0,3.0,3777.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,434,775,0.8411609152979337,6106,383,0.7824572256114853,192
3019,0,1000.0,0.0,0.0,36,0,1.0,3.0,2326.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,528,258,0.31195062836824283,5884,379,2.660917900668314,176
2147,0,1000.0,1.0,0.0,26,1,1.0,1.0,1549.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,711,420,0.07821941750289552,9176,311,1.762126434223542,231
700,0,1000.0,2.0,0.0,52,0,2.0,2.0,683.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,458,211,0.7248895346304739,6997,331,4.156369704249207,273
344,0,1000.0,3.0,0.0,38,0,0.0,3.0,1126.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,466,247,0.5121178431668275,6315,309,2.030599553735633,0
3625,0,1000.0,-11.0,1.0,30,0,0.0,1.0,3029.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,685,305,0.11830776104417673,6362,259,2.2420147484286357,178
1943,0,1000.0,1.0,0.0,41,0,1.0,2.0,1449.0,2.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,467,272,0.8116487900688295,5794,307,1.8109875197805176,200
3781,0,800.0,0.0,1.0,50,0,1.0,0.0,3244.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,665,131,0.8960193279806452,5932,271,1.5012946018488367,297
4420,0,800.0,-2.0,1.0,28,1,0.0,3.0,4526.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,430,355,0.21473892439362885,7592,296,0.885215862165506,193
3138,0,800.0,-22.0,1.0,34,1,0.0,3.0,2424.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,497,437,0.754230604070955,6444,382,1.1435973914672637,117
1418,0,1000.0,0.0,0.0,33,0,0.0,1.0,1236.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,654,356,0.7404100751368204,6906,392,4.8839044042664685,190
3281,0,1000.0,-4.0,0.0,60,0,0.0,3.0,2611.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,729,180,0.9111568951987828,4975,133,3.408375481869391,269
407,1,1000.0,58.0,0.0,26,0,2.0,1.0,1309.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,671,408,0.379700060981076,6602,189,4.625647280045365,242
4817,0,1000.0,3.0,1.0,48,1,2.0,0.0,6289.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,688,227,0.949543116528768,6834,250,0.9331926996498036,173
5046,0,1000.0,0.0,1.0,37,1,1.0,2.0,7418.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,536,293,0.3982355257911465,6747,203,3.9965626963729086,244
2774,0,1000.0,3.0,2.0,34,0,0.0,3.0,2121.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,414,341,0.2654549642974179,5563,254,1.8730283093105748,165
67,0,1000.0,-3.0,1.0,37,0,1.0,1.0,660.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,658,346,0.003805469860825972,7124,290,3.796243873391499,117
3265,1,1000.0,24.0,0.0,40,0,0.0,1.0,2600.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,837,214,0.49302522321528797,4801,176,3.1029561422323897,193
3802,0,1000.0,1.0,2.0,37,0,0.0,3.0,3342.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,757,319,0.043679411460804896,6675,363,2.3306324155765763,229
2618,0,1000.0,-7.0,0.0,23,1,0.0,1.0,1963.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,736,623,0.10966525091389756,6825,373,0.4352050823059972,240
3261,1,1000.0,59.0,1.0,24,1,0.0,2.0,2580.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,419,623,0.9125787740479212,6091,350,4.802065261028251,184
4435,0,1000.0,-10.0,1.0,30,0,1.0,3.0,4576.0,2.0,0.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,600,280,0.1041014145393786,6104,201,4.962227824609953,158
1102,0,1000.0,-14.0,0.0,34,1,0.0,3.0,1038.0,1.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,829,241,0.22064267027336637,6659,362,1.6739515460348149,148
1316,1,1000.0,59.0,1.0,62,0,0.0,3.0,1199.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,618,126,0.7584079798207294,4964,130,2.7290776742819283,294
5066,1,1000.0,59.0,1.0,36,0,0.0,0.0,7485.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,605,199,0.38903039616144275,7377,296,3.9957660700361664,173
332,0,1000.0,2.0,1.0,21,0,1.0,1.0,6742.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,545,657,0.05027649970643677,4860,355,4.198294721497589,243
1244,0,1000.0,-3.0,1.0,30,0,1.0,3.0,1154.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,733,333,0.18407778448962897,6014,114,1.7359502637290725,129
5294,0,1000.0,-2.0,1.0,32,0,1.0,2.0,9857.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,653,357,0.8434227989533714,5848,388,2.482933145269937,0
4401,0,800.0,-15.0,0.0,44,0,0.0,2.0,4454.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,656,283,0.7821202432474853,3834,267,0.22568164755807196,177
4440,0,800.0,-2.0,1.0,45,0,0.0,0.0,4583.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,669,250,0.5332003874122585,6598,419,2.9036836890030697,197
4310,0,1000.0,2.0,0.0,26,0,0.0,2.0,4151.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,621,392,0.8315736739455076,5499,539,4.962872989774488,200
3089,1,1000.0,29.0,1.0,60,0,1.0,1.0,2384.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,801,145,0.15091132598797996,6192,84,2.426763509251905,268
1301,1,1000.0,75.0,0.0,48,1,0.0,0.0,1193.0,1.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,537,211,0.9462647776522265,4061,202,1.0759905169418689,181
135,0,1000.0,0.0,1.0,30,0,0.0,3.0,1963.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,521,378,0.9441625804340401,4493,422,1.6591451497902105,116
3267,1,800.0,24.0,0.0,31,1,0.0,1.0,2600.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,416,340,0.7547072150777214,6053,284,3.1208688965581444,206
3088,0,700.0,-10.0,1.0,47,0,0.0,1.0,2384.0,1.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,821,226,0.501835517206635,4188,201,2.0574217130793846,224
4164,0,1000.0,-4.0,0.0,50,1,0.0,3.0,3850.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,716,219,0.5712697964165969,6194,227,3.2522080795481116,0
1826,0,1000.0,-1.0,1.0,49,0,0.0,3.0,1393.0,1.0,1.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,410,157,0.5221031097545301,4939,474,1.3142223555755357,210
5406,1,1000.0,74.0,1.0,24,0,1.0,1.0,12389.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,696,622,0.4394987498567644,6915,358,2.6572451384588955,215
818,0,1000.0,-1.0,0.0,32,0,1.0,1.0,754.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,785,403,0.7603629245500608,5785,310,4.6740118563503605,185
5285,1,1000.0,59.0,3.0,35,0,0.0,3.0,9629.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,785,0,0.4861114556263727,6247,240,4.6141335946269315,217
486,1,1000.0,74.0,2.0,46,0,0.0,1.0,11938.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,637,239,0.38994572672144867,7121,290,4.051552300411703,173
737,0,1000.0,0.0,0.0,61,0,0.0,3.0,701.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,481,188,0.7866966668227539,7099,44,2.7185658177593486,257
4106,0,1000.0,0.0,0.0,74,0,0.0,1.0,3757.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,792,52,0.20990547322534692,7149,299,1.479490587710145,59
3937,0,1000.0,2.0,1.0,37,1,1.0,1.0,3512.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,454,278,0.9816972943521491,8327,384,3.4828909681265454,174
4642,0,1000.0,-1.0,0.0,27,0,0.0,3.0,5371.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,646,0,0.8809716092906276,7370,365,4.315857401360511,0
1925,0,800.0,-1.0,1.0,21,0,1.0,1.0,1444.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,413,0,0.808100006027669,6013,473,2.263845304933025,174
3098,0,800.0,5.0,1.0,31,0,0.0,1.0,2389.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,402,273,0.26278230967337235,6018,472,1.8118287966791247,206
3641,1,1000.0,74.0,1.0,30,1,0.0,1.0,3051.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,626,376,0.9175554229107666,6618,265,4.054685648508963,187
3755,0,1000.0,0.0,0.0,27,0,1.0,1.0,3195.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,441,402,0.49427452886982726,5853,481,4.15976427732611,233
2865,1,1000.0,59.0,1.0,36,0,0.0,1.0,2210.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,613,308,0.2746261982156981,4133,216,2.9983447443249323,158
5130,1,1000.0,74.0,0.0,28,1,0.0,1.0,7865.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,713,339,0.7122179160646945,7172,377,0.0808250462841209,258
3773,1,1000.0,74.0,0.0,28,0,0.0,1.0,3234.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,574,413,0.4545210847248571,7153,415,2.193420984470244,222
3320,0,1000.0,5.0,1.0,27,0,0.0,1.0,2659.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,668,364,0.578850414507902,6899,336,4.8929334828251205,195
3100,0,1000.0,1.0,0.0,45,1,0.0,1.0,2390.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,727,196,0.8617499667124214,7480,343,2.1756094754531823,159
3341,0,1000.0,-4.0,0.0,28,0,0.0,1.0,2675.0,3.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,624,406,0.18147769441881234,7933,383,1.8075788856544661,209
2165,0,800.0,-3.0,1.0,27,0,0.0,3.0,1554.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,671,335,0.43120096426008914,6795,407,4.568453794700233,196
1097,0,1000.0,1.0,0.0,36,0,1.0,1.0,1037.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,773,260,0.05835437924032705,5622,203,1.7364216354299629,128
1521,1,1000.0,60.0,0.0,44,0,0.0,1.0,1274.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,798,215,0.5704650968291177,5810,259,3.477640752695988,138
3078,0,1000.0,4.0,1.0,27,0,1.0,3.0,2366.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,491,361,0.04763702173332662,5126,265,4.2554511689095955,0
1960,0,1000.0,-3.0,1.0,37,0,0.0,1.0,1469.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,688,322,0.056001116093834624,4669,333,2.0554611638462728,181
3719,0,1000.0,-2.0,1.0,64,1,1.0,3.0,3124.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,637,177,0.8483099325687256,7242,225,0.49481479209228296,305
4820,0,800.0,1.0,1.0,28,0,0.0,3.0,6304.0,0.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,670,291,0.0788817336230464,6353,230,2.6960649075927967,239
711,1,1000.0,74.0,1.0,45,1,1.0,1.0,685.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,491,267,0.31688493051005573,6383,353,0.24170362750270125,129
1170,0,800.0,2.0,0.0,27,0,0.0,3.0,1098.0,1.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,744,0,0.7597081066001901,5242,224,2.810020819206624,181
4211,1,1000.0,29.0,0.0,35,1,0.0,1.0,3931.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,761,323,0.6099194654108112,6268,196,1.125452435347335,194
2652,1,1000.0,52.0,0.0,24,0,0.0,1.0,1987.0,1.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,479,666,0.736990035201695,6121,349,2.776032411492168,188
3869,0,800.0,0.0,2.0,40,1,2.0,1.0,3399.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,544,189,0.22139497634925331,4431,310,4.07395863484034,0
3368,0,800.0,1.0,1.0,37,0,0.0,1.0,2708.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,666,303,0.44859142632297344,7241,266,4.158060266353481,0
523,0,800.0,1.0,0.0,44,0,0.0,1.0,343.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,744,271,0.5162306509933272,7925,119,3.2625574186902595,190
4542,1,1000.0,23.0,0.0,44,0,0.0,3.0,4843.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,754,275,0.8358046285755925,7377,290,2.4930419070694434,222
3886,0,1000.0,1.0,1.0,21,1,0.0,1.0,3430.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,660,518,0.8184313811071877,4528,258,0.578624081108905,166
1742,0,1000.0,-6.0,1.0,24,0,0.0,1.0,1364.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,545,700,0.37928709808538763,4916,358,2.28031981436979,176
1311,0,1000.0,0.0,1.0,28,0,1.0,1.0,1199.0,1.0,3.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,719,326,0.8706207949863962,7810,234,4.643732359394834,209
4230,0,1000.0,3.0,2.0,33,0,0.0,1.0,3959.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,735,410,0.44023135083368725,6035,313,4.220021296028115,165
2491,0,800.0,-9.0,0.0,34,0,0.0,1.0,1901.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,847,292,0.9491285347954391,5751,363,4.217608844022598,139
1763,1,1000.0,36.0,0.0,57,1,0.0,1.0,1372.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,702,172,0.7540006056865234,8289,359,0.5202923545059546,288
4722,0,1000.0,-4.0,0.0,30,0,1.0,1.0,5866.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,751,326,0.7721703122160722,4214,363,4.836102909097725,167
1150,0,1000.0,1.0,1.0,50,0,0.0,1.0,1076.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,762,160,0.8530036564416272,5033,157,0.2626662521806772,273
2660,0,800.0,-2.0,2.0,36,0,1.0,1.0,2002.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,523,265,0.7530390799371979,6297,356,0.014358078094994231,153
1994,1,1000.0,58.0,0.0,39,0,0.0,1.0,1478.0,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,546,281,0.28067767632664054,5373,272,2.1689485301870794,139
1661,0,1000.0,0.0,1.0,30,1,2.0,1.0,1330.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,585,421,0.25789093232792093,4034,380,2.423605060800761,169
5324,0,800.0,-2.0,1.0,35,0,0.0,1.0,10366.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,432,248,0.8724765057220176,10162,282,4.885062477527275,0
2967,1,1000.0,59.0,0.0,32,0,0.0,3.0,2292.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,733,406,0.5738576060004646,7019,358,4.376537519271443,201
954,1,1000.0,59.0,2.0,31,0,0.0,1.0,902.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,711,277,0.13332932236229134,5975,345,4.016854104275805,126
2726,0,1000.0,-2.0,2.0,27,0,0.0,3.0,2069.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,420,303,0.2637185527209429,7122,552,2.837564352875947,0
4844,1,1000.0,59.0,0.0,37,0,0.0,1.0,6350.0,0.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,733,291,0.5754177296703133,5408,364,0.009289446562374404,0
5259,0,800.0,4.0,1.0,35,0,0.0,1.0,9277.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,403,331,0.5229481781053361,3551,281,3.697872917671157,0
601,0,1000.0,1.0,0.0,24,0,0.0,3.0,571.0,1.0,4.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,647,693,0.9499265985302973,8505,326,2.846233969572654,200
3796,0,800.0,1.0,0.0,20,1,0.0,3.0,3331.0,1.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,720,642,0.9780467119181806,4215,381,4.206759916682883,0
4108,0,800.0,1.0,2.0,33,0,0.0,1.0,3757.0,1.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,731,439,0.4329846357214747,7686,320,1.074355832565781,165
2915,1,1000.0,59.0,0.0,35,0,0.0,3.0,2246.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,605,310,0.969320329144029,5781,325,4.829242225930987,0
722,1,1000.0,74.0,2.0,30,0,0.0,0.0,697.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,666,443,0.824109315381973,6329,303,1.5293182595058847,123
4271,1,1000.0,59.0,0.0,25,1,0.0,1.0,4006.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,706,408,0.1869183345755192,6754,331,4.1488212274131095,234
1040,1,1000.0,29.0,0.0,23,0,1.0,1.0,959.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,514,658,0.9618557469413955,5292,224,1.413441145520396,204
3884,0,1000.0,1.0,0.0,26,0,0.0,1.0,3422.0,1.0,4.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,668,274,0.08838944241225222,6651,188,3.8942441886789925,234
1392,0,1000.0,-10.0,0.0,38,0,2.0,1.0,1225.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,623,294,0.5636726456020263,7905,361,3.043889748842057,148
5088,0,1000.0,1.0,1.0,47,0,0.0,3.0,7629.0,0.0,4.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,742,163,0.9867771463401191,4231,44,2.097491025563343,193
965,1,1000.0,73.0,0.0,63,0,0.0,1.0,915.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,425,234,0.5077390546917608,6308,236,3.571076980743814,267
2845,0,1000.0,0.0,1.0,43,1,0.0,3.0,2171.0,1.0,2.0,4.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,599,396,0.3260450634737715,4070,288,0.6661526351251551,202
3282,0,1000.0,1.0,0.0,31,0,0.0,3.0,2611.0,1.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,544,0,0.36263089659312897,5637,307,4.403256878408749,185
2792,0,1000.0,0.0,1.0,44,1,0.0,1.0,2133.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,670,0,0.14183887697279662,7961,357,1.7204382637719107,159
9,0,800.0,-16.0,1.0,26,0,1.0,1.0,2171.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,527,363,0.6659228476850282,5474,407,2.3761574201570705,199
